Disease ID,Disease Name,Associated Gene IDs
C0017638,Glioma,"100048912, 100316847, 100415894, 100415895, 100533107, 1029, 1030, 1116, 11170, 1233, 137196, 1657, 1755, 1956, 2064, 2247, 2260, 23187, 23362, 23512, 2495, 2668, 2950, 3020, 3105, 3106, 3107, 338030, 3417, 347, 3592, 3593, 3925, 404685, 4192, 4255, 4436, 4602, 4603, 4638, 4763, 482, 4914, 4915, 4916, 51750, 5347, 546, 5468, 55294, 55717, 5728, 5743, 5894, 6098, 648, 6528, 6647, 6696, 673, 675, 7015, 7037, 7124, 7153, 7157, 7494, 79782, 8358, 847, 8493, 8743, 90, 9211"
C0017639,Gliosis,"2247, 2670, 27242, 2918, 3672, 3673, 3676, 3678, 3688, 3690, 3691, 3777, 5594, 5595, 627, 7143"
C0013080,Down Syndrome,"10069, 10215, 10311, 10317, 10600, 10694, 11096, 116159, 116448, 150082, 150084, 1637, 1826, 1827, 1859, 2078, 2114, 23515, 23562, 2551, 25825, 25966, 2618, 2623, 26285, 2897, 29104, 2946, 29980, 30811, 3141, 3150, 3454, 3455, 3460, 351, 3576, 3588, 3753, 3763, 3772, 406947, 4513, 4524, 4548, 4599, 4600, 4685, 4908, 5121, 51227, 53820, 539, 54014, 54069, 54093, 54097, 54101, 54102, 54148, 54943, 56246, 56911, 571, 57466, 58494, 6285, 63977, 6450, 6453, 6493, 64968, 6526, 6573, 6647, 6651, 7001, 7074, 7113, 7267, 7432, 7485, 757, 796, 8208, 861, 8624, 873, 874, 8867, 9073, 94104, 9510, 9551, 9588, 9875, 9946, 9980, 9992"
C0497327,Dementia,"114876, 1356, 1786, 23315, 2896, 351, 4137, 54209, 54498, 5819, 6531"
C0030305,Pancreatitis,"101929279, 1080, 1268, 1269, 213, 26471, 3082, 3117, 3123, 3630, 4023, 4353, 5530, 5644, 5743, 6690, 6750, 7442, 79710, 885, 9075"
C0002514,"Amino Acid Metabolism, Inborn Errors","191, 2593, 2729, 383, 4143, 4329, 440275, 5625, 5723, 728294, 7508, 79048, 9056"
C0040136,Thyroid Neoplasm,"1437, 2056, 2057, 3091, 3248, 3265, 3440, 3553, 3569, 3576, 3627, 3845, 5154, 5168, 5468, 5743, 5909, 595, 5979, 6256, 6347, 6528, 673, 7015, 7124, 7157, 7170, 7175, 7253, 7799, 80142, 8031, 83439"
C0027626,Neoplasm Invasiveness,"1029, 10481, 1072, 10855, 1116, 1139, 135932, 1476, 1499, 1508, 1509, 1520, 1571, 1748, 1756, 1910, 1938, 1950, 1956, 196, 2019, 2023, 2056, 2057, 2059, 226, 23028, 2335, 240, 2495, 2512, 259, 27086, 27250, 301, 302, 3082, 3084, 3091, 3162, 3265, 3400, 3479, 3569, 3658, 3678, 3688, 3705, 3732, 378938, 3855, 387, 3880, 388591, 3921, 3945, 4017, 406984, 406985, 406999, 4233, 4312, 4313, 4314, 4318, 4323, 4502, 4504, 4615, 4638, 4684, 48, 4830, 5080, 51129, 5315, 5328, 5329, 5594, 5595, 57016, 57181, 5728, 5747, 5970, 60, 6123, 6197, 6275, 6387, 644076, 6462, 6539, 6591, 6615, 6648, 6653, 6664, 6667, 6714, 682, 6913, 6935, 7001, 7018, 7040, 7050, 7076, 7078, 7086, 7094, 7099, 7124, 728655, 7291, 7295, 7341, 7517, 7704, 7913, 811, 813, 8434, 847, 8823, 9506, 9510, 9564, 9839, 9846, 9891, 999"
C0027627,Neoplasm Metastasis,"1000, 101669767, 10257, 10397, 1072, 10855, 10919, 10961, 1155, 1192, 1436, 1440, 1475, 1612, 1636, 1719, 1756, 1806, 185, 186, 1890, 1933, 1938, 1950, 1956, 196, 1964, 1974, 2056, 2057, 2064, 2067, 2072, 2099, 2258, 226, 2321, 23643, 23657, 238, 240, 2512, 25800, 25816, 2705, 27436, 2877, 301, 307, 3274, 3320, 3381, 3479, 3558, 3569, 3606, 3688, 3732, 378938, 3845, 3934, 3958, 396, 406892, 406899, 406910, 406919, 406920, 406947, 406957, 406974, 406979, 406986, 406988, 407006, 407007, 407009, 407029, 407034, 407035, 407041, 407042, 407053, 407055, 407056, 4233, 4292, 4312, 4313, 4318, 4319, 442892, 442909, 442915, 4524, 4609, 4638, 4830, 4878, 4969, 5008, 51129, 5168, 5243, 5265, 5268, 5287, 5328, 5329, 5395, 5478, 55577, 55630, 5594, 5595, 5601, 5621, 5629, 57007, 5728, 574032, 574033, 5743, 574457, 574466, 574506, 5829, 5879, 6197, 6275, 6387, 6426, 6591, 6615, 6648, 6667, 6696, 6774, 682, 693124, 693149, 693151, 693180, 693223, 7040, 7048, 7099, 7124, 7157, 7171, 7291, 7347, 7422, 7431, 7432, 7531, 7852, 7980, 80306, 81567, 8434, 847, 857, 8626, 8648, 8654, 8743, 8772, 92140, 9518, 960, 9623, 9846, 999"
C0001925,Albuminuria,"1356, 1636, 183, 2262, 2776, 29108, 3569, 3630, 3953, 406919, 406937, 406947, 4690, 4868, 494336, 5743, 5972, 6648, 7124, 7827, 834, 8440, 85480, 952"
C0032914,Pre-Eclampsia,"10699, 1356, 150142, 1636, 183, 1906, 2052, 219736, 2259, 23077, 2321, 23526, 23564, 308, 3162, 3624, 4846, 5054, 5177, 6337, 780908, 780909"
C0027746,Nerve Degeneration,"1000, 1139, 1141, 120892, 1268, 1270, 134, 1356, 147, 1499, 1644, 1965, 2056, 2057, 2114, 2147, 2247, 23287, 23400, 2896, 2906, 2914, 334, 3458, 3479, 348, 3481, 351, 3761, 3763, 3952, 4287, 4359, 4803, 4804, 4842, 4908, 4909, 4968, 5015, 5071, 51542, 51738, 5327, 54541, 5468, 5594, 5595, 5663, 578, 581, 596, 627, 6414, 64393, 6506, 6531, 6571, 6622, 6647, 6648, 7039, 7054, 7124, 7249, 7498, 7804, 80025, 836, 84867, 920, 928, 960, 999"
C0040038,Thromboembolism,"10461, 2147, 2153, 2155, 2161, 2621, 3717, 4018, 5327, 5328, 5624, 5627"
C0032460,Polycystic Ovary Syndrome,"10058, 1013, 104, 10413, 10454, 10468, 10772, 11173, 113251, 114822, 1164, 116840, 126306, 131566, 1364, 144577, 146433, 146664, 147906, 151354, 158314, 1588, 164395, 1645, 1646, 170394, 171558, 1742, 1756, 1995, 22924, 23112, 23162, 2324, 23658, 23671, 2492, 2529, 2549, 256472, 256933, 257106, 25865, 259266, 2661, 2778, 2812, 286749, 29127, 29997, 30000, 3070, 3084, 3161, 3283, 3284, 338324, 347088, 349565, 3500, 3630, 3643, 374920, 374955, 378938, 3850, 388552, 3952, 3972, 3973, 3976, 3977, 4000, 4058, 4085, 440836, 441151, 4544, 4603, 466, 4796, 50943, 5120, 5140, 51477, 53335, 54206, 54443, 54947, 55165, 55503, 55721, 55783, 55872, 563, 56946, 57104, 5724, 5733, 57449, 57455, 57636, 57706, 57731, 581, 5862, 5869, 5950, 596, 6102, 6168, 6241, 6286, 6337, 6343, 63892, 6440, 653545, 6665, 6715, 6770, 6821, 6899, 6939, 7037, 7110, 7153, 7272, 7328, 7755, 79039, 79685, 79694, 79906, 80127, 80264, 8091, 817, 84376, 8463, 84909, 8572, 864, 8644, 8817, 891, 90326, 90668, 9134, 91608, 9200, 9205, 9210, 93611, 93659, 990"
C0007787,Transient Ischemic Attack,"134, 27429, 3611, 54205, 572, 57447, 6647, 6648, 718, 842"
C0007786,Brain Ischemia,"1051, 1128, 120, 1233, 142, 1636, 1958, 213, 2147, 2153, 23765, 27113, 2876, 3091, 3383, 3552, 3553, 3557, 3569, 3588, 3594, 3605, 3606, 3627, 3725, 41, 4318, 4353, 4524, 4790, 4792, 4843, 5327, 5328, 54205, 5594, 5595, 5604, 56616, 5743, 5925, 5970, 627, 6347, 6348, 6351, 6356, 6401, 6647, 6648, 6774, 7124, 7132, 7133, 7157, 7351, 836, 842, 847, 8655"
C0007785,Cerebral Infarction,"125, 2147, 2153, 241, 3039, 4846, 4852, 5327, 5328, 5583"
C0546837,Malignant neoplasm of esophagus,"100507053, 11200, 125, 127, 1452, 217, 23293, 283450, 4582, 51196, 5144, 54437, 55027, 5771, 6480, 7048, 7494, 80724, 861"
C0029408,Degenerative polyarthritis,"10015, 100188821, 100286836, 10085, 10131, 10149, 10449, 10466, 10484, 10536, 10971, 10989, 11062, 1116, 1191, 1192, 1278, 1280, 1292, 1311, 1509, 1645, 1646, 1654, 1808, 1938, 2023, 205, 2098, 2108, 23263, 23321, 2487, 2512, 25932, 2597, 26275, 26354, 27071, 2744, 2920, 3030, 3418, 3419, 3553, 373156, 4054, 4088, 4148, 4478, 4723, 4728, 478, 48, 4831, 4976, 5160, 526, 5333, 5352, 5358, 5455, 5468, 54829, 5518, 55193, 5689, 57333, 5901, 59341, 60, 6372, 6386, 6389, 6445, 6513, 652, 654, 6648, 692089, 7052, 7296, 7417, 7430, 7431, 796, 79763, 7980, 816, 8200, 84444, 8464, 860, 8735, 8854, 9805, 9961"
C0029401,Osteitis Deformans,"10133, 1435, 23165, 5131, 5371, 79890, 81501, 8792, 8878, 94003"
C0853897,Diabetic Cardiomyopathies,"186, 291, 335, 3479, 3630, 3816, 488, 6262, 6696, 7124"
C0392557,Nuclear cataract,"1409, 1414, 1415, 1417, 1421, 146862, 2700, 4284, 4810, 631, 7466, 79443"
C0236736,Cocaine-Related Disorders,"100126315, 100126318, 10014, 10243, 10280, 1066, 10919, 1133, 1268, 1312, 1385, 1392, 1393, 1394, 1395, 1769, 1812, 1813, 1814, 1958, 2100, 2222, 2247, 23237, 2353, 2354, 23780, 2550, 2555, 2566, 2571, 2572, 26086, 2668, 27161, 2890, 2891, 2902, 2908, 2915, 3060, 3061, 3350, 3351, 3356, 3611, 3727, 374868, 401145, 406919, 406927, 406928, 406929, 406946, 406962, 406994, 406995, 4204, 442892, 442898, 442905, 442913, 442914, 4803, 4852, 4887, 4915, 494329, 494333, 4986, 4988, 51088, 5173, 51738, 5443, 55714, 5594, 5595, 5617, 574441, 57554, 57586, 590, 594857, 627, 6506, 6531, 6532, 6622, 6870, 7297, 79571, 79664, 79694, 801, 805, 814, 815, 81578, 816, 8824, 887, 9252, 9455, 9456, 949, 9607, 9759"
C0162671,MELAS Syndrome,"3552, 3553, 4511, 4514, 4535, 4538, 4540, 4541, 4558, 4567, 4572, 4574, 4719, 6647, 6648"
C0162670,Mitochondrial Myopathies,"3552, 3553, 3569, 4553, 4568, 4569, 4578, 50484, 7124, 7416"
C0236733,Amphetamine-Related Disorders,"1012, 1061, 128674, 1312, 135, 137868, 1565, 158038, 1604, 1812, 1813, 1814, 1815, 2052, 207, 2272, 22913, 23090, 23245, 23305, 23307, 23362, 2353, 2566, 26289, 26575, 26577, 2668, 2912, 2944, 2950, 2952, 3084, 313, 3351, 3359, 3362, 340267, 344558, 409, 43, 4645, 4842, 4886, 4988, 5104, 5142, 5144, 5146, 5173, 5327, 54535, 5460, 54996, 5592, 5607, 5970, 627, 64478, 64754, 64757, 6531, 6532, 6536, 6622, 7799, 79750, 80036, 8029, 81501, 84196, 9215, 9463, 9771, 9951"
C0009375,Colonic Neoplasms,"1026, 11156, 1158, 1356, 1410, 143, 1499, 1592, 160728, 1670, 1755, 1786, 1806, 1890, 1956, 2, 2064, 2122, 219, 2203, 23236, 2348, 240, 2520, 2535, 2596, 2641, 27035, 28234, 2949, 2982, 29950, 30011, 3158, 324, 3280, 3306, 3315, 332, 3383, 3399, 3458, 3481, 3484, 3553, 3557, 3604, 3627, 3679, 3725, 3757, 3845, 3952, 4023, 4057, 4129, 4171, 4224, 4288, 430, 4316, 4318, 4321, 4524, 4609, 4790, 4843, 4851, 4953, 5020, 50507, 5071, 5111, 51176, 5121, 5268, 538, 5468, 54739, 553158, 5608, 57381, 5743, 57447, 578, 581, 59, 595, 596, 5970, 5981, 6275, 6280, 6364, 6513, 6566, 6573, 6580, 6648, 6678, 6714, 6774, 6817, 6876, 6934, 6941, 7048, 7124, 7157, 7170, 72, 7298, 7372, 7422, 7490, 781, 80196, 8313, 8434, 8549, 8678, 873, 8743, 8797, 8842, 894, 9235"
C0006111,Brain Diseases,"10319, 10617, 11277, 1356, 1548, 213, 3456, 3458, 351, 4143, 4353, 4968, 6341, 6505, 7054, 7248, 7249, 7298, 80169, 8635, 8851, 9152"
C0242339,Dyslipidemias,"1071, 196, 3240, 338, 3949, 3953, 4023, 51129, 5360, 540, 5465, 5468, 55219, 64240, 79661, 8701, 8876"
C0005138,Berylliosis,"1636, 2730, 3115, 3116, 3123, 3559, 3569, 56244, 7040, 7124, 940"
C0020437,Hypercalcemia,"1594, 3569, 4982, 5741, 5744, 6569, 7124, 796, 799, 846, 8600, 9365"
C0036202,Sarcoidosis,"100196919, 102723878, 283234, 311, 3115, 3123, 3606, 56244, 64127, 6556, 6648, 7040"
C0023903,Liver neoplasms,"10, 10188, 1027, 1029, 10397, 10468, 10897, 1124, 1149, 116966, 117159, 121256, 121551, 1233, 128439, 130814, 1375, 1381, 1432, 1437, 1440, 1499, 153129, 1571, 158038, 164395, 166336, 168002, 170691, 192286, 1948, 196, 201163, 2099, 2272, 22996, 23302, 23386, 23404, 23593, 25, 2705, 27232, 283927, 2878, 2944, 30061, 302, 3054, 307, 3082, 310, 3162, 325, 3265, 339896, 342945, 3439, 3481, 3558, 3592, 3593, 3697, 3725, 374955, 3845, 3856, 3875, 4057, 407021, 4609, 4645, 467, 4780, 4891, 5054, 51201, 51491, 5357, 540, 5465, 5468, 5581, 5685, 57628, 5800, 5894, 6319, 64084, 641371, 6496, 6725, 673, 6774, 6925, 7039, 7124, 7157, 7204, 7358, 79039, 79879, 8100, 81572, 83597, 84263, 8743, 8916, 9215, 9317, 9970, 9971"
C0027055,Myocardial Reperfusion Injury,"100126313, 100126318, 100506742, 153, 1536, 183, 1906, 213, 23411, 2697, 3091, 331, 3383, 3827, 406891, 406902, 406903, 406913, 406924, 406928, 406934, 406948, 406957, 406959, 406962, 406964, 406968, 406974, 406989, 406991, 407011, 407018, 407019, 407020, 407022, 407042, 442902, 442903, 442904, 442905, 442911, 442914, 442920, 4843, 4846, 488, 494323, 494324, 5350, 5465, 554210, 5601, 56616, 5728, 574030, 574032, 574034, 574411, 574412, 574435, 574450, 574506, 581, 6347, 6403, 6546, 664617, 6652, 693121, 693124, 693167, 693183, 7037, 7422, 768212, 834, 836, 840, 841, 842, 847, 9370"
C0920269,Microsatellite Instability,"100422821, 29072, 2956, 3066, 406947, 406991, 4437, 4524, 57510, 581, 673, 6895, 7048, 8289, 92"
C0339535,"Night blindness, congenital stationary","2779, 2916, 345193, 4308, 440435, 5158, 57010, 6010, 6011, 60506, 6295, 778, 9187, 93589"
C0038325,Stevens-Johnson Syndrome,"10320, 10659, 10987, 142, 1440, 1499, 2033, 213, 26270, 3105, 3106, 3107, 3440, 3458, 4282, 4734, 4843, 4924, 5371, 5705, 5733, 5740, 5925, 7415, 79139, 8451, 8454, 857, 9844, 9978"
C0023452,"Leukemia, Lymphocytic, Acute, L1","102723724, 10320, 1053, 1644, 28232, 5795, 5836, 59350, 643246, 7773, 84159, 8626"
C1272641,Systemic arterial pressure,"100130460, 100506532, 100506697, 100528007, 100529257, 1012, 10129, 101927697, 105, 114792, 125150, 128611, 143872, 144100, 1445, 152330, 1586, 1612, 200810, 2122, 219621, 221692, 2242, 2272, 22834, 22978, 23026, 254102, 27347, 283450, 2887, 2982, 3010, 3778, 4036, 4134, 4524, 4856, 4883, 490, 4978, 51196, 53353, 54897, 54986, 55333, 55553, 5593, 57412, 57480, 57568, 6196, 6311, 64116, 64359, 783, 80777, 829, 83696, 93589, 93986, 9570"
C0023186,Learning Disorders,"10280, 10367, 2890, 3162, 3350, 3363, 347, 351, 3553, 3557, 4137, 4204, 43, 4763, 5071, 5153, 5368, 5447, 5663, 57030, 57084, 596, 6855, 7054, 7200, 7422, 84282"
C0265221,Walker-Warburg congenital muscular dystrophy,"10329, 10585, 11041, 1282, 148789, 1605, 2218, 29954, 55624, 729920, 79147, 84197, 84892, 9215"
C0024796,Marfan Syndrome,"2200, 3915, 4053, 4313, 4318, 4843, 6647, 6648, 7048, 847"
C0009363,Congenital ocular coloboma (disorder),"10058, 10413, 3912, 392255, 501, 5080, 60, 6297, 6469, 71, 9158, 9573"
C0024121,Lung Neoplasms,"100, 100271687, 100271693, 10063, 1012, 10253, 1026, 10266, 1027, 1028, 1029, 1066, 10919, 11009, 11186, 11200, 1136, 1138, 1139, 1143, 116285, 1291, 1326, 1401, 1432, 1490, 1499, 153090, 1544, 1545, 1548, 1571, 1591, 1612, 1636, 1776, 1788, 1796, 1806, 182, 1938, 1956, 2, 2018, 2052, 2064, 2065, 207, 2074, 2099, 2202, 2254, 2260, 2263, 2272, 2305, 23462, 2353, 2520, 253650, 2627, 2638, 2697, 2705, 28234, 2876, 2878, 2886, 29108, 2944, 2950, 2952, 3162, 324, 3265, 3280, 332, 335, 3399, 345, 3458, 3476, 348, 355, 3553, 3558, 3569, 3586, 3659, 3725, 3726, 3845, 407035, 407041, 4170, 4233, 4312, 4319, 4353, 4354, 450093, 4524, 4609, 475, 4800, 4843, 4853, 4854, 4878, 4968, 5002, 5071, 5111, 5265, 5290, 541471, 5444, 5519, 55259, 55840, 5594, 5595, 5609, 563, 5728, 5740, 5743, 5757, 5894, 5915, 595, 598, 60, 6091, 634, 6362, 6414, 6439, 6441, 6599, 6657, 6696, 673, 675, 6776, 6794, 7011, 7015, 7037, 7040, 7048, 7099, 7124, 7157, 7253, 7276, 7298, 7306, 7367, 7428, 7474, 7490, 7508, 780, 79930, 81037, 841, 84864, 8517, 8626, 864, 8678, 8991, 900, 9046, 9547, 9588, 9940"
C0270853,"Myoclonic Epilepsy, Juvenile","100126594, 114327, 1181, 2554, 2563, 3786, 449018, 50715, 785, 8629"
C0006142,Malignant neoplasm of breast,"100048912, 100381270, 100507118, 101927835, 101928292, 102724536, 10717, 11086, 11200, 124359, 126549, 1277, 129080, 1496, 152110, 1879, 2066, 207, 2263, 22891, 22913, 252983, 27324, 29086, 3708, 3783, 400406, 4046, 4194, 4214, 440193, 4683, 5083, 5144, 5195, 5283, 5290, 54790, 5567, 57178, 57591, 5888, 5890, 59352, 63876, 643714, 647121, 6478, 64858, 672, 675, 6934, 7015, 7048, 7140, 729582, 79068, 7984, 79931, 80129, 8028, 8178, 81847, 83539, 83990, 84142, 9055, 91433, 91768, 9497, 9877"
C1458155,Mammary Neoplasms,"10, 10010, 1003, 100506658, 102, 10236, 1027, 1029, 10297, 10318, 10381, 10397, 10457, 10468, 10481, 10499, 10542, 10551, 10599, 1063, 10660, 1072, 10855, 11009, 11065, 11067, 1111, 11200, 1192, 1269, 1294, 1312, 131965, 133522, 135228, 1364, 1374, 138046, 142, 1435, 1436, 1437, 1440, 1474, 1499, 151647, 152273, 1543, 1545, 1565, 1576, 1586, 1588, 161424, 1649, 167465, 1719, 1728, 174, 1786, 1788, 1789, 1806, 182, 1825, 1869, 1902, 1910, 1933, 1938, 1942, 1950, 1956, 196, 196403, 200315, 2004, 2023, 2033, 2050, 2057, 2063, 2064, 2065, 207, 208, 2091, 2099, 2100, 2101, 2114, 2118, 2122, 2146, 2152, 2173, 2194, 2202, 221687, 2248, 2249, 2255, 226, 2260, 2263, 2274, 22891, 22943, 22948, 2305, 23136, 2316, 2321, 23339, 23345, 2335, 23406, 23411, 23462, 23493, 2353, 23705, 25, 25800, 26040, 26150, 26227, 26508, 2662, 26986, 27098, 27246, 27324, 2771, 2821, 28514, 2852, 2876, 2877, 2879, 2886, 28957, 28998, 29072, 2920, 2921, 2950, 2977, 3002, 3006, 3014, 3032, 3084, 3087, 3090, 3091, 3161, 3162, 3169, 318, 3190, 3191, 3237, 3240, 3265, 3273, 3280, 3304, 332, 3320, 3456, 3458, 3476, 3479, 3480, 3488, 3490, 353, 3553, 3569, 3576, 3620, 367, 369, 3692, 3714, 3725, 374, 3756, 3791, 3815, 3845, 3856, 3875, 3925, 3945, 3952, 3953, 396, 3996, 400500, 4017, 4046, 406894, 406902, 406903, 406913, 406914, 406921, 406933, 406937, 406938, 406984, 406985, 406988, 406989, 406996, 407006, 407007, 407013, 407021, 4118, 4193, 4194, 4211, 4214, 4240, 4282, 4283, 4288, 43, 4311, 4312, 4313, 4314, 4318, 4323, 4363, 442909, 442910, 4504, 4524, 4548, 472, 4722, 4792, 4829, 4835, 4843, 4846, 4851, 4853, 4854, 4855, 4897, 4904, 5002, 5047, 5055, 5058, 50618, 50943, 51081, 51129, 5138, 51466, 5154, 51649, 5174, 51741, 5241, 5243, 5245, 5268, 5290, 5292, 5300, 5321, 540, 54567, 55294, 554210, 55809, 5609, 56100, 5655, 56942, 56945, 56946, 5728, 573, 5742, 5743, 5744, 574442, 57561, 5789, 580, 581, 5888, 5889, 5890, 5894, 590, 5914, 5915, 5925, 5935, 59352, 595, 596, 5965, 597, 5970, 5997, 6147, 6160, 6191, 6194, 6199, 6201, 6202, 6236, 6257, 6364, 6387, 63943, 6422, 6423, 6425, 6470, 6492, 650, 65005, 6513, 6514, 6518, 652, 6528, 659, 6591, 6615, 6623, 6648, 6696, 6714, 672, 675, 6774, 6776, 6790, 6926, 6935, 7015, 7020, 7025, 7037, 7052, 7057, 708, 7087, 7090, 7124, 7153, 7157, 7298, 7372, 7421, 7423, 7424, 7431, 7468, 7480, 7490, 7516, 7517, 7818, 79068, 79728, 7980, 80306, 8065, 80774, 8085, 81031, 8202, 8204, 8347, 83990, 840, 841, 8412, 8438, 847, 84866, 84870, 8493, 85236, 857, 8614, 8648, 8743, 8863, 8871, 8894, 898, 90, 9048, 9055, 9076, 9154, 9156, 9185, 92140, 92483, 9429, 9473, 9510, 958, 9582, 9590, 9611, 9623, 9668, 972, 9754, 978, 9801, 9821, 9839, 9877, 9968, 999"
C0270850,Idiopathic generalized epilepsy,"100188861, 1181, 1957, 2563, 353124, 4200, 432400, 4988, 780913, 785, 846"
C0027796,Neuralgia,"2674, 2915, 4914, 4988, 51083, 6335, 6336, 6863, 7124, 781, 7852"
C0027794,Neural Tube Defects,"10, 10653, 1437, 1544, 2348, 2350, 2737, 27443, 3458, 3630, 4522, 4524, 4886, 5077, 51738, 5652, 5697, 57216, 57822, 6240, 6347, 635, 6497, 6862, 7546, 81839, 85416"
C0162820,"Dermatitis, Allergic Contact","10135, 10203, 10261, 10437, 10549, 1075, 10875, 10981, 1154, 133418, 1390, 1543, 156, 2114, 2162, 2215, 22822, 23460, 2533, 25797, 26034, 2920, 3290, 3458, 3552, 3558, 3559, 3565, 3567, 3586, 3684, 4084, 4222, 4360, 4780, 4814, 4926, 5067, 51284, 5292, 5327, 596, 5996, 6303, 6363, 63924, 6401, 6480, 6515, 654, 6696, 6769, 7124, 7130, 729230, 7378, 80150, 8140, 841, 8564, 8651, 8835, 915, 9168, 9235, 948"
C0025521,Inborn Errors of Metabolism,"1066, 1719, 1733, 3704, 3945, 3953, 4594, 4645, 5321, 5826, 64902, 6513, 6906, 7167, 7941, 9719"
C0344388,Platelet mean volume finding,"100302150, 100422970, 100506606, 100533975, 10666, 140733, 144406, 153830, 163, 2149, 221037, 23095, 26052, 2972, 30845, 4208, 4778, 50650, 51012, 51272, 51281, 55604, 55711, 572, 57551, 578, 7168, 7171, 79774, 80724, 81704, 8997, 91828, 948, 9911"
C0021841,Intestinal Neoplasms,"1026, 1027, 1499, 324, 4583, 5578, 5580, 581, 596, 7507, 9971"
C2607914,Allergic rhinitis (disorder),"100506385, 101927421, 19, 221711, 2302, 23274, 260328, 285045, 286183, 3596, 3909, 54715, 63976, 79068, 8128, 955"
C1271104,Blood pressure finding,"100130460, 100506532, 100506697, 100528007, 100529257, 1012, 10129, 101927697, 105, 114792, 125150, 128611, 143872, 144100, 1445, 152330, 1586, 1612, 200810, 2122, 219621, 221692, 2242, 2272, 22834, 22978, 23026, 254102, 27347, 283450, 2887, 2982, 3010, 3778, 4036, 4134, 4524, 4856, 4883, 490, 4978, 51196, 53353, 54897, 54986, 55333, 55553, 5593, 57412, 57480, 57568, 6196, 6311, 64116, 64359, 783, 80777, 829, 83696, 93589, 93986, 9570"
C0242383,Age related macular degeneration,"100507098, 101927119, 102060414, 102724766, 10452, 1071, 114902, 1295, 1300, 2074, 221294, 23539, 24, 2444, 3075, 341, 3426, 348, 387715, 389641, 4855, 55013, 5654, 5819, 5890, 5978, 6103, 6239, 629, 64802, 6499, 7046, 7099, 7148, 717, 718, 735, 7422, 7936, 81579, 8797, 8878"
C0007193,"Cardiomyopathy, Dilated","10102, 137735, 1440, 150094, 153, 154, 1674, 1756, 1824, 1832, 1956, 282996, 2876, 355, 356, 3688, 3757, 4000, 4306, 4607, 4624, 4625, 472, 4878, 4879, 55759, 5663, 5664, 5879, 5894, 5973, 6331, 6389, 64651, 6584, 6648, 70, 7112, 7134, 7137, 7139, 7273, 7709, 7840, 84665, 948, 9531"
C3160731,Pulmonary function (finding),"100128505, 100507346, 10144, 101928165, 101928765, 101929558, 10428, 1136, 120935, 177, 2122, 23245, 23500, 3360, 3672, 401237, 4035, 4237, 4277, 4324, 4340, 450095, 51665, 51702, 51741, 57117, 5727, 5915, 6638, 7145, 79807, 79875, 80317, 81696, 81706, 83938, 84071, 8728, 8872, 92737, 9828"
C0080178,Spina Bifida,"1072, 1119, 2263, 25828, 5077, 5110, 5130, 5156, 5444, 57216, 6347"
C0007194,Hypertrophic Cardiomyopathy,"11186, 23493, 2548, 3315, 3329, 3630, 4607, 4609, 4624, 4633, 4635, 4719, 4830, 5443, 58498, 5894, 6548, 6902, 7139, 7157, 9997"
C0752166,Bardet-Biedl Syndrome,"10806, 11020, 123016, 129880, 166379, 22954, 26160, 27241, 4867, 51057, 54585, 54903, 55212, 582, 583, 585, 79738, 80184, 8195, 84100, 91147, 92482"
C0022548,Keloid,"1192, 1277, 1281, 1289, 1381, 140465, 140625, 1984, 213, 2266, 2495, 2512, 2810, 3045, 3956, 396, 4282, 4734, 5052, 5176, 5216, 5268, 54829, 56005, 5901, 6275, 6279, 6280, 6281, 64499, 668, 6876, 7001, 7168, 822"
C0025202,melanoma,"10013, 100996521, 1017, 1028, 1029, 10397, 10481, 10557, 10589, 10743, 10855, 10963, 11098, 11141, 114795, 115265, 116071, 116150, 1191, 1207, 126129, 1280, 128611, 128869, 130540, 1356, 142, 1437, 1440, 1474, 1493, 1545, 160762, 161291, 1630, 170589, 172, 1740, 1823, 1869, 1896, 202559, 2033, 2035, 2056, 2057, 2066, 2067, 2150, 2185, 2194, 220929, 221074, 221079, 221294, 222537, 222546, 22914, 2321, 23270, 23512, 23532, 23742, 245806, 25797, 25842, 25913, 26227, 26472, 26503, 26507, 2739, 2767, 2776, 283130, 283316, 285761, 2903, 29103, 2913, 29901, 30062, 3066, 3205, 3238, 328, 3371, 338398, 340273, 3439, 3440, 3442, 3456, 3458, 3558, 356, 3619, 3820, 3958, 402, 405, 4157, 4193, 4217, 4241, 4293, 4317, 434, 4507, 4600, 4647, 472, 4763, 4794, 4878, 4893, 5078, 5080, 51151, 5133, 51501, 5305, 5332, 53353, 5443, 54663, 5468, 54790, 55014, 55149, 55331, 5537, 55504, 55862, 5604, 5605, 56128, 56925, 57016, 57120, 5728, 5743, 57678, 57700, 5796, 5800, 58189, 5879, 5880, 5909, 5922, 6098, 6188, 6392, 64215, 64799, 6494, 6528, 6538, 6565, 673, 6790, 6850, 6860, 7001, 7015, 7099, 7124, 7157, 7299, 7365, 740, 7424, 7517, 7536, 79068, 79633, 7980, 79852, 80070, 8028, 8029, 80723, 81037, 823, 8295, 83638, 8398, 841, 84285, 843, 8452, 8558, 9088, 9317, 9518, 9610, 9689, 9712, 9832, 9846, 9869, 9947, 9985"
